world,evader_spawn,pursuer_spawn,evader_ori,pursuer_ori,goal_id
./Worlds/walls_only/new_world_1.blend,"(9.99, -13.61)","(-3.98, -13.61)",1.263,0.0,9
./Worlds/walls_only/new_world_3.blend,"(-14.35, -14.93)","(2.64, -14.93)",2.972,3.142,13
./Worlds/walls_only/new_world_2.blend,"(-10.94, -1.33)","(-10.94, -13.6)",1.91,1.571,13
./Worlds/walls_only/new_world_7.blend,"(4.03, 7.24)","(-11.54, 7.24)",-2.437,0.0,3
./Worlds/walls_only/new_world_0.blend,"(-15.78, 2.59)","(-15.78, -8.16)",-0.398,1.571,11
./Worlds/walls_only/new_world_7.blend,"(-14.21, 6.72)","(-14.21, -5.26)",-1.733,1.571,5
./Worlds/walls_only/new_world_8.blend,"(6.07, -14.94)","(-9.81, -14.94)",1.987,0.0,11
./Worlds/walls_only/new_world_9.blend,"(-15.49, -7.48)","(-0.5, -12.35)",2.175,2.827,12
./Worlds/walls_only/new_world_0.blend,"(3.41, -3.5)","(-11.98, -3.5)",0.8,0.0,5
./Worlds/walls_only/new_world_3.blend,"(5.27, 6.23)","(-12.77, 6.23)",-1.637,0.0,2
./Worlds/walls_only/new_world_1.blend,"(3.33, 5.42)","(-6.81, 5.42)",-2.468,0.0,12
./Worlds/walls_only/new_world_3.blend,"(-13.57, 11.81)","(-13.57, -4.66)",-2.754,1.571,5
./Worlds/walls_only/new_world_0.blend,"(-7.07, -8.64)","(-15.64, -14.87)",-1.893,0.628,8
./Worlds/walls_only/new_world_4.blend,"(0.17, 0.91)","(-14.56, -3.87)",1.509,0.314,0
./Worlds/walls_only/new_world_3.blend,"(-1.56, 9.07)","(-15.91, 9.07)",-2.353,0.0,5
./Worlds/walls_only/new_world_9.blend,"(-11.7, 1.65)","(-15.81, -10.99)",1.538,1.257,8
./Worlds/walls_only/new_world_2.blend,"(4.13, -6.28)","(-10.17, -6.28)",-1.975,0.0,8
./Worlds/walls_only/new_world_0.blend,"(4.5, -4.74)","(-11.65, -4.74)",2.74,0.0,13
./Worlds/walls_only/new_world_4.blend,"(6.86, 4.85)","(-6.63, 4.85)",-1.09,0.0,0
./Worlds/walls_only/new_world_4.blend,"(-6.3, 6.98)","(-14.99, -4.99)",1.352,0.942,7
./Worlds/walls_only/new_world_4.blend,"(-3.22, 0.32)","(-14.23, 0.32)",3.016,0.0,5
./Worlds/walls_only/new_world_4.blend,"(-2.2, -2.5)","(-14.44, -2.5)",-1.149,0.0,7
./Worlds/walls_only/new_world_0.blend,"(-2.12, 7.08)","(-14.02, 7.08)",0.475,0.0,12
./Worlds/walls_only/new_world_7.blend,"(-15.42, -12.72)","(-2.45, -12.72)",-1.477,3.142,0
./Worlds/walls_only/new_world_0.blend,"(-7.72, 2.31)","(-11.73, -10.02)",1.706,1.257,5
./Worlds/walls_only/new_world_5.blend,"(-6.01, -6.89)","(-14.41, -13.0)",0.59,0.628,2
./Worlds/walls_only/new_world_3.blend,"(-5.0, 5.5)","(-14.26, -1.22)",2.401,0.628,8
./Worlds/walls_only/new_world_5.blend,"(6.82, -8.64)","(-12.8, -8.64)",0.523,0.0,3
./Worlds/walls_only/new_world_2.blend,"(-7.59, -4.15)","(-15.08, -14.45)",-2.749,0.942,5
./Worlds/walls_only/new_world_1.blend,"(-2.62, 7.69)","(-13.1, 4.29)",2.931,0.314,0
./Worlds/walls_only/new_world_3.blend,"(-5.03, 2.49)","(-13.35, -3.56)",1.995,0.628,0
./Worlds/walls_only/new_world_7.blend,"(-0.72, -12.63)","(-15.23, -12.63)",-2.161,0.0,6
./Worlds/walls_only/new_world_4.blend,"(12.33, 5.52)","(-0.36, 5.52)",-1.035,0.0,12
./Worlds/walls_only/new_world_3.blend,"(-7.64, 3.22)","(-14.58, -6.34)",-0.01,0.942,6
./Worlds/walls_only/new_world_2.blend,"(-10.24, 4.65)","(-10.24, -9.5)",-0.186,1.571,9
./Worlds/walls_only/new_world_5.blend,"(-5.01, 6.69)","(-15.35, 6.69)",2.597,0.0,1
./Worlds/walls_only/new_world_5.blend,"(2.4, -13.95)","(-9.39, -13.95)",3.013,0.0,6
./Worlds/walls_only/new_world_6.blend,"(1.71, 0.45)","(-14.72, 0.45)",-0.983,0.0,9
./Worlds/walls_only/new_world_1.blend,"(-0.78, 9.47)","(-14.34, 5.06)",-1.878,0.314,11
./Worlds/walls_only/new_world_5.blend,"(-4.44, -1.66)","(-14.72, -1.66)",0.923,0.0,9
./Worlds/walls_only/new_world_9.blend,"(1.02, 2.04)","(-15.12, 2.04)",-0.756,0.0,8
./Worlds/walls_only/new_world_0.blend,"(-11.68, -9.25)","(-1.7, -12.49)",0.052,2.827,11
./Worlds/walls_only/new_world_1.blend,"(-15.98, -2.11)","(-5.9, -9.43)",1.112,2.513,5
./Worlds/walls_only/new_world_9.blend,"(2.98, -14.31)","(-13.48, -14.31)",-0.982,0.0,5
./Worlds/walls_only/new_world_9.blend,"(13.67, 7.52)","(0.86, 7.52)",-0.902,0.0,12
./Worlds/walls_only/new_world_5.blend,"(-0.76, -4.09)","(-12.87, -8.02)",0.989,0.314,3
./Worlds/walls_only/new_world_8.blend,"(-4.9, 9.15)","(-15.88, 1.17)",-1.468,0.628,11
./Worlds/walls_only/new_world_1.blend,"(-2.92, -1.84)","(-14.25, -1.84)",0.031,0.0,2
./Worlds/walls_only/new_world_6.blend,"(3.74, -14.46)","(-11.66, -14.46)",2.091,0.0,13
./Worlds/walls_only/new_world_6.blend,"(-7.63, 2.41)","(-14.78, -7.44)",-1.287,0.942,8
./Worlds/walls_only/new_world_4.blend,"(-3.73, 4.01)","(-14.31, -3.68)",-1.428,0.628,9
./Worlds/walls_only/new_world_4.blend,"(6.13, 2.88)","(-7.94, 2.88)",-2.341,0.0,2
./Worlds/walls_only/new_world_4.blend,"(-5.62, 3.8)","(-15.43, -9.71)",-1.846,0.942,3
./Worlds/walls_only/new_world_3.blend,"(4.24, 1.86)","(-10.56, 1.86)",-0.964,0.0,0
./Worlds/walls_only/new_world_2.blend,"(-2.12, 4.63)","(-13.51, 4.63)",0.911,0.0,11
./Worlds/walls_only/new_world_7.blend,"(9.52, -5.73)","(-6.22, -5.73)",1.012,0.0,7
./Worlds/walls_only/new_world_7.blend,"(-4.77, 6.22)","(-12.73, -4.73)",1.517,0.942,0
./Worlds/walls_only/new_world_0.blend,"(0.57, -0.73)","(-14.03, -0.73)",-0.55,0.0,5
./Worlds/walls_only/new_world_0.blend,"(-11.57, -13.76)","(7.64, -13.76)",2.873,3.142,8
./Worlds/walls_only/new_world_9.blend,"(-9.47, -1.72)","(-9.47, -14.63)",-2.694,1.571,9
./Worlds/walls_only/new_world_9.blend,"(-4.79, -7.56)","(-15.9, -7.56)",-1.266,0.0,7
./Worlds/walls_only/new_world_3.blend,"(13.24, 4.73)","(-3.35, 4.73)",-0.583,0.0,8
./Worlds/walls_only/new_world_6.blend,"(-15.77, -8.58)","(0.02, -13.71)",1.886,2.827,12
./Worlds/walls_only/new_world_1.blend,"(-6.59, 2.8)","(-10.48, -9.18)",2.881,1.257,2
./Worlds/walls_only/new_world_5.blend,"(-3.31, -8.93)","(-13.12, -12.12)",1.992,0.314,10
./Worlds/walls_only/new_world_8.blend,"(13.46, -3.63)","(0.53, -3.63)",-0.251,0.0,6
./Worlds/walls_only/new_world_5.blend,"(12.27, -8.2)","(0.08, -8.2)",0.576,0.0,3
./Worlds/walls_only/new_world_1.blend,"(-6.56, 5.18)","(-12.77, -3.37)",-1.687,0.942,11
./Worlds/walls_only/new_world_5.blend,"(0.47, 6.63)","(-14.27, 1.84)",-0.768,0.314,0
./Worlds/walls_only/new_world_9.blend,"(-15.52, -2.84)","(-6.28, -9.55)",-3.102,2.513,7
./Worlds/walls_only/new_world_0.blend,"(13.36, -4.29)","(0.61, -4.29)",2.397,0.0,0
./Worlds/walls_only/new_world_2.blend,"(-2.57, -3.76)","(-15.26, -7.88)",-1.688,0.314,5
./Worlds/walls_only/new_world_3.blend,"(2.18, 2.37)","(-15.69, -3.43)",1.928,0.314,6
./Worlds/walls_only/new_world_1.blend,"(-0.69, 3.19)","(-13.8, 3.19)",2.768,0.0,3
./Worlds/walls_only/new_world_7.blend,"(-4.16, 5.62)","(-14.42, -8.49)",-1.728,0.942,5
./Worlds/walls_only/new_world_2.blend,"(-12.96, 7.68)","(-12.96, -9.12)",-1.43,1.571,0
./Worlds/walls_only/new_world_6.blend,"(-2.21, -14.58)","(8.93, -14.58)",2.68,3.142,12
./Worlds/walls_only/new_world_2.blend,"(-5.82, -2.34)","(-14.83, -8.89)",0.152,0.628,6
./Worlds/walls_only/new_world_9.blend,"(-11.0, 4.31)","(-15.01, -8.02)",1.848,1.257,11
./Worlds/walls_only/new_world_8.blend,"(-12.27, -12.61)","(1.5, -12.61)",-1.971,3.142,2
./Worlds/walls_only/new_world_4.blend,"(-12.4, 2.81)","(-15.87, -7.88)",0.166,1.257,9
./Worlds/walls_only/new_world_9.blend,"(3.49, -4.13)","(-8.7, -4.13)",2.795,0.0,3
./Worlds/walls_only/new_world_1.blend,"(-5.82, -7.32)","(-15.99, -10.62)",2.087,0.314,5
./Worlds/walls_only/new_world_3.blend,"(8.75, 1.4)","(-10.29, 1.4)",2.665,0.0,11
./Worlds/walls_only/new_world_2.blend,"(2.27, 5.67)","(-7.97, 5.67)",2.011,0.0,8
./Worlds/walls_only/new_world_8.blend,"(-5.1, 2.92)","(-15.07, -4.32)",-1.785,0.628,2
./Worlds/walls_only/new_world_9.blend,"(-5.94, -6.55)","(-15.63, -9.7)",2.255,0.314,3
./Worlds/walls_only/new_world_3.blend,"(-3.3, 3.13)","(-13.81, 3.13)",0.133,0.0,0
./Worlds/walls_only/new_world_9.blend,"(1.7, -12.05)","(-9.58, -12.05)",-2.272,0.0,7
./Worlds/walls_only/new_world_4.blend,"(2.22, 4.68)","(-14.02, -0.6)",0.721,0.314,13
./Worlds/walls_only/new_world_0.blend,"(-4.85, -13.13)","(11.9, -13.13)",1.683,3.142,9
./Worlds/walls_only/new_world_6.blend,"(0.51, -14.93)","(-12.16, -14.93)",-0.544,0.0,13
./Worlds/walls_only/new_world_0.blend,"(-0.62, -9.28)","(-15.18, -9.28)",1.17,0.0,1
./Worlds/walls_only/new_world_3.blend,"(0.41, 0.59)","(-12.65, 0.59)",1.83,0.0,3
./Worlds/walls_only/new_world_6.blend,"(13.94, -12.76)","(-5.52, -12.76)",-1.55,0.0,5
./Worlds/walls_only/new_world_8.blend,"(13.53, -5.72)","(-4.13, -5.72)",0.68,0.0,2
./Worlds/walls_only/new_world_4.blend,"(-14.95, 6.59)","(-14.95, -4.56)",2.459,1.571,7
./Worlds/walls_only/new_world_6.blend,"(-11.0, 2.75)","(-15.27, -10.4)",0.931,1.257,5
./Worlds/walls_only/new_world_4.blend,"(2.87, -14.79)","(-15.01, -14.79)",-1.911,0.0,1
./Worlds/walls_only/new_world_3.blend,"(-9.85, -3.36)","(-1.12, -9.71)",-2.306,2.513,10
./Worlds/walls_only/new_world_0.blend,"(2.37, -5.12)","(-8.64, -5.12)",-2.68,0.0,0
./Worlds/walls_only/new_world_0.blend,"(8.31, -3.5)","(-4.98, -3.5)",2.536,0.0,5
./Worlds/walls_only/new_world_5.blend,"(-2.11, -2.44)","(-14.45, -6.45)",-1.842,0.314,4
./Worlds/walls_only/new_world_8.blend,"(-13.17, 7.16)","(-13.17, -8.79)",-2.537,1.571,11
./Worlds/walls_only/new_world_0.blend,"(4.53, -6.56)","(-9.58, -6.56)",2.109,0.0,13
./Worlds/walls_only/new_world_5.blend,"(1.47, 6.48)","(-8.75, 6.48)",-1.785,0.0,5
./Worlds/walls_only/new_world_8.blend,"(11.16, -12.06)","(0.84, -12.06)",-2.805,0.0,11
./Worlds/walls_only/new_world_0.blend,"(-5.68, -5.61)","(-14.28, -11.85)",2.05,0.628,10
./Worlds/walls_only/new_world_7.blend,"(-3.25, 6.05)","(-15.22, -2.64)",-1.742,0.628,3
./Worlds/walls_only/new_world_5.blend,"(6.96, -7.24)","(-7.99, -7.24)",-2.087,0.0,9
./Worlds/walls_only/new_world_0.blend,"(11.41, -14.75)","(-2.86, -14.75)",0.928,0.0,8
./Worlds/walls_only/new_world_6.blend,"(1.34, 2.56)","(-11.79, 2.56)",-2.491,0.0,1
./Worlds/walls_only/new_world_7.blend,"(11.57, -10.31)","(-0.53, -10.31)",-2.015,0.0,12
./Worlds/walls_only/new_world_2.blend,"(5.38, -11.37)","(-13.42, -11.37)",-1.314,0.0,2
./Worlds/walls_only/new_world_8.blend,"(3.24, -0.75)","(-14.35, -0.75)",-2.412,0.0,2
./Worlds/walls_only/new_world_9.blend,"(-8.99, 2.69)","(-13.59, -11.46)",-1.593,1.257,4
./Worlds/walls_only/new_world_8.blend,"(11.24, -3.9)","(-4.45, -3.9)",0.826,0.0,2
./Worlds/walls_only/new_world_4.blend,"(2.46, -4.21)","(-14.13, -4.21)",1.502,0.0,8
./Worlds/walls_only/new_world_1.blend,"(0.69, -13.5)","(-13.33, -13.5)",-0.467,0.0,10
./Worlds/walls_only/new_world_1.blend,"(6.98, -14.46)","(-5.36, -14.46)",1.07,0.0,11
./Worlds/walls_only/new_world_6.blend,"(-6.21, -3.4)","(-13.29, -13.15)",0.582,0.942,9
./Worlds/walls_only/new_world_8.blend,"(-11.05, 6.0)","(-15.73, -8.42)",0.771,1.257,5
./Worlds/walls_only/new_world_1.blend,"(-14.59, -14.14)","(-3.69, -14.14)",-0.632,3.142,0
./Worlds/walls_only/new_world_5.blend,"(-13.33, -1.73)","(-9.3, -14.14)",-2.371,1.885,1
./Worlds/walls_only/new_world_9.blend,"(0.66, 3.01)","(-15.86, 3.01)",2.042,0.0,8
./Worlds/walls_only/new_world_4.blend,"(-13.81, 8.36)","(-13.81, -3.04)",2.717,1.571,5
./Worlds/walls_only/new_world_0.blend,"(3.04, -6.0)","(-11.53, -6.0)",-2.535,0.0,12
./Worlds/walls_only/new_world_8.blend,"(-11.85, 7.32)","(-11.85, -4.55)",1.494,1.571,10
./Worlds/walls_only/new_world_6.blend,"(-1.21, 5.63)","(-13.12, 5.63)",-2.488,0.0,11
./Worlds/walls_only/new_world_6.blend,"(-7.1, 2.7)","(-15.61, -3.48)",1.208,0.628,9
./Worlds/walls_only/new_world_0.blend,"(1.39, 5.35)","(-9.72, 1.74)",2.798,0.314,7
./Worlds/walls_only/new_world_9.blend,"(-12.43, -10.21)","(1.14, -14.62)",-0.237,2.827,2
./Worlds/walls_only/new_world_6.blend,"(-15.39, 10.6)","(-15.39, -3.25)",1.989,1.571,13
./Worlds/walls_only/new_world_3.blend,"(-1.95, -0.83)","(-11.12, -7.49)",-2.432,0.628,11
./Worlds/walls_only/new_world_7.blend,"(2.91, -12.14)","(-14.88, -12.14)",0.765,0.0,5
./Worlds/walls_only/new_world_8.blend,"(-3.02, 5.74)","(-13.66, 5.74)",0.858,0.0,8
./Worlds/walls_only/new_world_1.blend,"(1.06, -3.05)","(-10.44, -3.05)",-0.681,0.0,12
./Worlds/walls_only/new_world_3.blend,"(-1.15, -1.08)","(-9.31, -7.0)",-0.379,0.628,6
./Worlds/walls_only/new_world_6.blend,"(1.54, 8.58)","(-11.66, 4.29)",-1.809,0.314,10
