world,evader_spawn,pursuer_spawn,evader_ori,pursuer_ori,goal_id
./Worlds/wall_worlds/new_world_6.blend,"(-11.11, 4.28)","(-14.9, -7.39)",-0.99,1.257,5
./Worlds/wall_worlds/new_world_7.blend,"(-4.88, 7.17)","(-4.88, -4.35)",2.897,1.571,13
./Worlds/wall_worlds/new_world_3.blend,"(6.77, -14.52)","(13.69, -4.99)",1.405,-2.199,13
./Worlds/wall_worlds/new_world_0.blend,"(9.19, 7.43)","(-9.5, 1.36)",-0.077,0.314,9
./Worlds/wall_worlds/new_world_8.blend,"(-9.66, 2.4)","(-15.97, -6.29)",2.699,0.942,8
./Worlds/wall_worlds/new_world_9.blend,"(0.36, -9.67)","(13.55, -9.67)",0.031,3.142,12
./Worlds/wall_worlds/new_world_8.blend,"(-4.78, -4.4)","(11.77, -9.78)",1.166,2.827,7
./Worlds/wall_worlds/new_world_4.blend,"(11.48, -8.29)","(1.29, -8.29)",0.177,0.0,1
./Worlds/wall_worlds/new_world_9.blend,"(-13.26, 5.39)","(-13.26, -5.1)",0.996,1.571,8
./Worlds/wall_worlds/new_world_5.blend,"(-7.78, 3.7)","(-14.82, -5.99)",-0.663,0.942,1
./Worlds/wall_worlds/new_world_0.blend,"(-13.84, -2.08)","(-4.48, -14.97)",-2.72,2.199,4
./Worlds/wall_worlds/new_world_7.blend,"(-11.27, 3.5)","(-14.85, -7.52)",2.572,1.257,12
./Worlds/wall_worlds/new_world_8.blend,"(-9.4, 5.1)","(-15.35, -13.2)",3.038,1.257,7
./Worlds/wall_worlds/new_world_2.blend,"(-3.48, -8.84)","(13.78, -8.84)",0.398,3.142,6
./Worlds/wall_worlds/new_world_4.blend,"(9.68, -11.7)","(-5.57, -11.7)",-0.352,0.0,12
./Worlds/wall_worlds/new_world_9.blend,"(1.44, 3.56)","(-15.97, 3.56)",-3.027,0.0,13
./Worlds/wall_worlds/new_world_9.blend,"(-1.44, -2.39)","(4.45, -10.49)",1.759,2.199,0
./Worlds/wall_worlds/new_world_4.blend,"(-3.57, 7.95)","(-11.87, 1.92)",-2.257,0.628,1
./Worlds/wall_worlds/new_world_8.blend,"(-13.28, 5.04)","(-13.28, -7.18)",2.283,1.571,10
./Worlds/wall_worlds/new_world_4.blend,"(8.3, -5.63)","(-1.64, -8.86)",1.577,0.314,6
./Worlds/wall_worlds/new_world_7.blend,"(-14.85, 1.18)","(-6.77, -9.94)",-1.092,2.199,12
./Worlds/wall_worlds/new_world_4.blend,"(0.58, 8.25)","(-10.49, 4.66)",0.75,0.314,1
./Worlds/wall_worlds/new_world_1.blend,"(1.57, 1.37)","(-14.12, 1.37)",-1.867,0.0,4
./Worlds/wall_worlds/new_world_0.blend,"(-8.93, 4.45)","(-15.47, -4.56)",-2.353,0.942,9
./Worlds/wall_worlds/new_world_7.blend,"(13.82, 8.16)","(-2.34, 8.16)",-2.376,0.0,13
./Worlds/wall_worlds/new_world_2.blend,"(11.48, -6.53)","(1.53, -9.76)",-1.782,0.314,11
./Worlds/wall_worlds/new_world_2.blend,"(3.87, 2.86)","(-14.01, 2.86)",2.365,0.0,8
./Worlds/wall_worlds/new_world_1.blend,"(5.54, -14.95)","(-5.16, -14.95)",1.465,0.0,9
./Worlds/wall_worlds/new_world_0.blend,"(-9.67, 4.71)","(-15.7, -13.85)",2.358,1.257,9
./Worlds/wall_worlds/new_world_0.blend,"(7.47, 5.74)","(-12.36, 5.74)",3.051,0.0,10
./Worlds/wall_worlds/new_world_9.blend,"(-15.55, -13.87)","(-3.08, -13.87)",2.05,3.142,8
./Worlds/wall_worlds/new_world_1.blend,"(1.02, 4.53)","(-15.46, 4.53)",1.247,0.0,4
./Worlds/wall_worlds/new_world_5.blend,"(-2.03, -2.97)","(-14.73, -7.09)",1.372,0.314,8
