world,evader_spawn,pursuer_spawn,evader_ori,pursuer_ori,goal_id
./Worlds/old_worlds/new_world_8.blend,"(7.91, -4.97)","(-2.46, -8.34)",1.41,0.314,12
./Worlds/old_worlds/new_world_2.blend,"(1.69, 6.55)","(-15.99, 6.55)",-0.02,0,4
./Worlds/old_worlds/new_world_6.blend,"(8.56, -10.94)","(3.45, 4.78)",-2.968,-1.257,6
./Worlds/old_worlds/new_world_3.blend,"(1.94, 5.79)","(-12.85, 5.79)",-2.376,0,4
./Worlds/old_worlds/new_world_8.blend,"(10.46, -10.94)","(-5.3, -10.94)",2.641,0,11
./Worlds/old_worlds/new_world_9.blend,"(8.72, 5.88)","(-11.02, 5.88)",-2.932,0,3
./Worlds/old_worlds/new_world_1.blend,"(2.05, 2.14)","(-11.21, 2.14)",-2.052,0,2
./Worlds/old_worlds/new_world_4.blend,"(13.7, -2.84)","(-4.49, -2.84)",0.822,0,0
./Worlds/old_worlds/new_world_2.blend,"(13.96, -6.65)","(-4.08, -6.65)",1.583,0,2
./Worlds/old_worlds/new_world_1.blend,"(-0.65, -11.36)","(8.89, -8.26)",-1.874,-2.827,0
./Worlds/old_worlds/new_world_1.blend,"(1.55, 1.15)","(-10.61, 1.15)",0.91,0,13
